"PR"	"URL"	"Title"	"Content type"	"Is rendered page"	"HTTP status code"	"Organic traffic"	"Linked images"	"Linked images codes"
"53"	"https://cindemirlaw.com/understanding-the-role-and-responsibilities-of-a-commercial-agent/"	"Commercial Agent Responsibilities in Turkey | Cindemir Law Office"	"text/html; charset=utf-8"	"false"	"200"	"0"	"https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png
https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/ru.png
https://cindemirlaw.com/wp-content/uploads/2020/06/cropped-logoicon-1-1-300x300.jpg
https://cindemirlaw.com/wp-content/uploads/flags/china-flag-xs.png
https://d.barobirlik.org.tr/amblem/tbb_amblem_60.png
https://www.aeuropea.com/wp-content/uploads/2025/09/aea-01v001-ILN-small.png
https://www.istanbulbarosu.org.tr/_next/image?url=%2Fimages%2Fbaro_logo.png&w=128&q=75"	"200
200
200
200
403
301"
"52"	"https://cindemirlaw.com/humanitarian-residence-permit-application-in-turkey/"	"Humanitarian Residence Permit Application In Turkey | Turkish Law"	"text/html; charset=utf-8"	"false"	"200"	"0"	"https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png
https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/ru.png
https://cindemirlaw.com/wp-content/uploads/2020/06/cropped-logoicon-1-1-300x300.jpg
https://cindemirlaw.com/wp-content/uploads/2020/10/540664430-300x200.jpg
https://cindemirlaw.com/wp-content/uploads/flags/china-flag-xs.png
https://d.barobirlik.org.tr/amblem/tbb_amblem_60.png
https://www.aeuropea.com/wp-content/uploads/2025/09/aea-01v001-ILN-small.png
https://www.istanbulbarosu.org.tr/_next/image?url=%2Fimages%2Fbaro_logo.png&w=128&q=75"	"200
200
200
200
200
403
301"
"52"	"https://cindemirlaw.com/tort-law-in-turkey/"	"Enforcement of Foreign Judgments in Turkey | Cindemir Law Office"	"text/html; charset=utf-8"	"false"	"200"	"0"	"https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png
https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/ru.png
https://cindemirlaw.com/wp-content/uploads/2020/06/cropped-logoicon-1-1-300x300.jpg
https://cindemirlaw.com/wp-content/uploads/flags/china-flag-xs.png
https://d.barobirlik.org.tr/amblem/tbb_amblem_60.png
https://www.aeuropea.com/wp-content/uploads/2025/09/aea-01v001-ILN-small.png
https://www.istanbulbarosu.org.tr/_next/image?url=%2Fimages%2Fbaro_logo.png&w=128&q=75"	"200
200
200
200
403
301"
"52"	"https://cindemirlaw.com/inheritance-rights-for-divorced-spouses/"	"Inheritance Rights for Divorced Spouses in Turkey | Legal Overview"	"text/html; charset=utf-8"	"false"	"200"	"0"	"https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png
https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/ru.png
https://cindemirlaw.com/wp-content/uploads/2020/06/cropped-logoicon-1-1-300x300.jpg
https://cindemirlaw.com/wp-content/uploads/flags/china-flag-xs.png
https://d.barobirlik.org.tr/amblem/tbb_amblem_60.png
https://www.aeuropea.com/wp-content/uploads/2025/09/aea-01v001-ILN-small.png
https://www.istanbulbarosu.org.tr/_next/image?url=%2Fimages%2Fbaro_logo.png&w=128&q=75"	"200
200
200
200
403
301"
"52"	"https://cindemirlaw.com/principle-of-family-unity-deportation-procedures-and-protection-of-family-unity-for-deportees/"	"Family Unity and Deportation in Turkey | Cindemir Law Office"	"text/html; charset=utf-8"	"false"	"200"	"0"	"https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png
https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/ru.png
https://cindemirlaw.com/wp-content/uploads/2020/06/cropped-logoicon-1-1-300x300.jpg
https://cindemirlaw.com/wp-content/uploads/2020/10/540664430-300x200.jpg
https://cindemirlaw.com/wp-content/uploads/flags/china-flag-xs.png
https://d.barobirlik.org.tr/amblem/tbb_amblem_60.png
https://www.aeuropea.com/wp-content/uploads/2025/09/aea-01v001-ILN-small.png
https://www.istanbulbarosu.org.tr/_next/image?url=%2Fimages%2Fbaro_logo.png&w=128&q=75"	"200
200
200
200
200
403
301"
"52"	"https://cindemirlaw.com/interim-injunctions-in-turkish-law/"	"Interim Injunctions In Turkish Law | Cindemir Law Office"	"text/html; charset=utf-8"	"false"	"200"	"0"	"https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png
https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/ru.png
https://cindemirlaw.com/wp-content/uploads/2020/06/cropped-logoicon-1-1-300x300.jpg
https://cindemirlaw.com/wp-content/uploads/2020/06/white-1-copy-150x150-1.jpg
https://cindemirlaw.com/wp-content/uploads/flags/china-flag-xs.png
https://d.barobirlik.org.tr/amblem/tbb_amblem_60.png
https://www.aeuropea.com/wp-content/uploads/2025/09/aea-01v001-ILN-small.png
https://www.istanbulbarosu.org.tr/_next/image?url=%2Fimages%2Fbaro_logo.png&w=128&q=75"	"200
200
200
200
200
403
301"
"52"	"https://cindemirlaw.com/escrow-account-turkey/"	"Escrow Account Turkey | Cindemir Law Office"	"text/html; charset=utf-8"	"false"	"200"	"0"	"https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png
https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/ru.png
https://cindemirlaw.com/wp-content/uploads/2020/06/cropped-logoicon-1-1-300x300.jpg
https://cindemirlaw.com/wp-content/uploads/2020/10/540664430-300x200.jpg
https://cindemirlaw.com/wp-content/uploads/flags/china-flag-xs.png
https://d.barobirlik.org.tr/amblem/tbb_amblem_60.png
https://www.aeuropea.com/wp-content/uploads/2025/09/aea-01v001-ILN-small.png
https://www.istanbulbarosu.org.tr/_next/image?url=%2Fimages%2Fbaro_logo.png&w=128&q=75"	"200
200
200
200
200
403
301"
"51"	"https://cindemirlaw.com/compulsory-earthquake-insurance-in-turkey-compensation-claim/"	"Compulsory Earthquake Insurance in Turkey - Compensation Claim"	"text/html; charset=utf-8"	"false"	"200"	"0"	"https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png
https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/ru.png
https://cindemirlaw.com/wp-content/uploads/2014/11/540664430-300x200.jpg
https://cindemirlaw.com/wp-content/uploads/2020/06/cropped-logoicon-1-1-300x300.jpg
https://cindemirlaw.com/wp-content/uploads/flags/china-flag-xs.png
https://d.barobirlik.org.tr/amblem/tbb_amblem_60.png
https://www.aeuropea.com/wp-content/uploads/2025/09/aea-01v001-ILN-small.png
https://www.istanbulbarosu.org.tr/_next/image?url=%2Fimages%2Fbaro_logo.png&w=128&q=75"	"200
200
200
200
200
403
301"
"51"	"https://cindemirlaw.com/turkish-succession-law/"	"Succession in Turkey | Cindemir Law Office"	"text/html; charset=utf-8"	"false"	"200"	"0"	"https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png
https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/ru.png
https://cindemirlaw.com/wp-content/uploads/2020/06/cropped-logoicon-1-1-300x300.jpg
https://cindemirlaw.com/wp-content/uploads/flags/china-flag-xs.png
https://d.barobirlik.org.tr/amblem/tbb_amblem_60.png
https://www.aeuropea.com/wp-content/uploads/2025/09/aea-01v001-ILN-small.png
https://www.istanbulbarosu.org.tr/_next/image?url=%2Fimages%2Fbaro_logo.png&w=128&q=75"	"200
200
200
200
403
301"
"51"	"https://cindemirlaw.com/software-account-services/"	"Software Account Services in Turkey | Legal Overview"	"text/html; charset=utf-8"	"false"	"200"	"0"	"https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png
https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/ru.png
https://cindemirlaw.com/wp-content/uploads/2020/06/cropped-logoicon-1-1-300x300.jpg
https://cindemirlaw.com/wp-content/uploads/2020/10/540664430-300x200.jpg
https://cindemirlaw.com/wp-content/uploads/flags/china-flag-xs.png
https://d.barobirlik.org.tr/amblem/tbb_amblem_60.png
https://www.aeuropea.com/wp-content/uploads/2025/09/aea-01v001-ILN-small.png
https://www.istanbulbarosu.org.tr/_next/image?url=%2Fimages%2Fbaro_logo.png&w=128&q=75"	"200
200
200
200
200
403
301"
"51"	"https://cindemirlaw.com/car-accident-in-turkey-and-legal-compensation-issues/"	"Car Accident in Turkey and Compensation Issues"	"text/html; charset=utf-8"	"false"	"200"	"0"	"https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png
https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/ru.png
https://cindemirlaw.com/wp-content/uploads/2020/06/cropped-logoicon-1-1-300x300.jpg
https://cindemirlaw.com/wp-content/uploads/2020/06/white-1-copy-150x150-1.jpg
https://cindemirlaw.com/wp-content/uploads/flags/china-flag-xs.png
https://d.barobirlik.org.tr/amblem/tbb_amblem_60.png
https://www.aeuropea.com/wp-content/uploads/2025/09/aea-01v001-ILN-small.png
https://www.istanbulbarosu.org.tr/_next/image?url=%2Fimages%2Fbaro_logo.png&w=128&q=75"	"200
200
200
200
200
403
301"
"51"	"https://cindemirlaw.com/free-trade-zone-company-in-turkey/"	"Free Trade Zone Company in Turkey | Cindemir Law Office"	"text/html; charset=utf-8"	"false"	"200"	"0"	"https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png
https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/ru.png
https://cindemirlaw.com/wp-content/uploads/2020/06/cropped-logoicon-1-1-300x300.jpg
https://cindemirlaw.com/wp-content/uploads/flags/china-flag-xs.png
https://d.barobirlik.org.tr/amblem/tbb_amblem_60.png
https://www.aeuropea.com/wp-content/uploads/2025/09/aea-01v001-ILN-small.png
https://www.istanbulbarosu.org.tr/_next/image?url=%2Fimages%2Fbaro_logo.png&w=128&q=75"	"200
200
200
200
403
301"
"51"	"https://cindemirlaw.com/finding-a-nominee-director-in-turkey/"	"Finding a nominee director in Turkey | Cindemir Law Office"	"text/html; charset=utf-8"	"false"	"200"	"0"	"https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png
https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/ru.png
https://cindemirlaw.com/wp-content/uploads/2020/06/cropped-logoicon-1-1-300x300.jpg
https://cindemirlaw.com/wp-content/uploads/2020/10/540664430-300x200.jpg
https://cindemirlaw.com/wp-content/uploads/flags/china-flag-xs.png
https://d.barobirlik.org.tr/amblem/tbb_amblem_60.png
https://www.aeuropea.com/wp-content/uploads/2025/09/aea-01v001-ILN-small.png
https://www.istanbulbarosu.org.tr/_next/image?url=%2Fimages%2Fbaro_logo.png&w=128&q=75"	"200
200
200
200
200
403
301"
"51"	"https://cindemirlaw.com/international-marriage-certificate-form-b-turkey-marriage-records/"	"International Marriage Certificate in Turkey | Cindemir Law Office"	"text/html; charset=utf-8"	"false"	"200"	"0"	"https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png
https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/ru.png
https://cindemirlaw.com/wp-content/uploads/2020/06/cropped-logoicon-1-1-300x300.jpg
https://cindemirlaw.com/wp-content/uploads/flags/china-flag-xs.png
https://d.barobirlik.org.tr/amblem/tbb_amblem_60.png
https://www.aeuropea.com/wp-content/uploads/2025/09/aea-01v001-ILN-small.png
https://www.istanbulbarosu.org.tr/_next/image?url=%2Fimages%2Fbaro_logo.png&w=128&q=75"	"200
200
200
200
403
301"
"51"	"https://cindemirlaw.com/liquidation-in-turkey/"	"Liquidation in Turkey | Cindemir Law Office"	"text/html; charset=utf-8"	"false"	"200"	"0"	"https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png
https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/ru.png
https://cindemirlaw.com/wp-content/uploads/2020/06/cropped-logoicon-1-1-300x300.jpg
https://cindemirlaw.com/wp-content/uploads/flags/china-flag-xs.png
https://d.barobirlik.org.tr/amblem/tbb_amblem_60.png
https://www.aeuropea.com/wp-content/uploads/2025/09/aea-01v001-ILN-small.png
https://www.istanbulbarosu.org.tr/_next/image?url=%2Fimages%2Fbaro_logo.png&w=128&q=75"	"200
200
200
200
403
301"
"51"	"https://cindemirlaw.com/intentional-killing-under-turkish-law/"	"Intentional Killing under Turkish Law | Cindemir Law Office"	"text/html; charset=utf-8"	"false"	"200"	"0"	"https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png
https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/ru.png
https://cindemirlaw.com/wp-content/uploads/2020/06/cropped-logoicon-1-1-300x300.jpg
https://cindemirlaw.com/wp-content/uploads/flags/china-flag-xs.png
https://d.barobirlik.org.tr/amblem/tbb_amblem_60.png
https://www.aeuropea.com/wp-content/uploads/2025/09/aea-01v001-ILN-small.png
https://www.istanbulbarosu.org.tr/_next/image?url=%2Fimages%2Fbaro_logo.png&w=128&q=75"	"200
200
200
200
403
301"
"51"	"https://cindemirlaw.com/unfair-competition-in-turkey-understanding-the-issues-and-finding-solutions/"	"Unfair Competition in Turkey | Cindemir Law Office"	"text/html; charset=utf-8"	"false"	"200"	"0"	"https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png
https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/ru.png
https://cindemirlaw.com/wp-content/uploads/2020/06/cropped-logoicon-1-1-300x300.jpg
https://cindemirlaw.com/wp-content/uploads/flags/china-flag-xs.png
https://d.barobirlik.org.tr/amblem/tbb_amblem_60.png
https://www.aeuropea.com/wp-content/uploads/2025/09/aea-01v001-ILN-small.png
https://www.istanbulbarosu.org.tr/_next/image?url=%2Fimages%2Fbaro_logo.png&w=128&q=75"	"200
200
200
200
403
301"
"51"	"https://cindemirlaw.com/compensation-of-damages-for-foreign-victims-due-to-terror-under-turkish-law/"	"Compensation of Damages for Victims due to Terror under Turkish Law"	"text/html; charset=utf-8"	"false"	"200"	"0"	"https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png
https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/ru.png
https://cindemirlaw.com/wp-content/uploads/2020/06/cropped-logoicon-1-1-300x300.jpg
https://cindemirlaw.com/wp-content/uploads/2020/06/white-1-copy-150x150-1.jpg
https://cindemirlaw.com/wp-content/uploads/flags/china-flag-xs.png
https://d.barobirlik.org.tr/amblem/tbb_amblem_60.png
https://www.aeuropea.com/wp-content/uploads/2025/09/aea-01v001-ILN-small.png
https://www.istanbulbarosu.org.tr/_next/image?url=%2Fimages%2Fbaro_logo.png&w=128&q=75"	"200
200
200
200
200
403
301"
"50"	"https://cindemirlaw.com/our-videos/"	"Our Videos - Cindemir Law Office"	"text/html; charset=utf-8"	"false"	"200"	"0"	"https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png
https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/ru.png
https://cindemirlaw.com/wp-content/uploads/2020/06/cropped-logoicon-1-1-300x300.jpg
https://cindemirlaw.com/wp-content/uploads/flags/china-flag-xs.png
https://d.barobirlik.org.tr/amblem/tbb_amblem_60.png
https://www.aeuropea.com/wp-content/uploads/2025/09/aea-01v001-ILN-small.png
https://www.istanbulbarosu.org.tr/_next/image?url=%2Fimages%2Fbaro_logo.png&w=128&q=75"	"200
200
200
200
403
301"
"50"	"https://cindemirlaw.com/bank-account-opening-in-turkey-for-russian-companies/"	"Bank Account Opening in Turkey for Russian Companies | Turkish Law"	"text/html; charset=utf-8"	"false"	"200"	"0"	"https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png
https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/ru.png
https://cindemirlaw.com/wp-content/uploads/2020/06/cropped-logoicon-1-1-300x300.jpg
https://cindemirlaw.com/wp-content/uploads/2020/10/540664430-300x200.jpg
https://cindemirlaw.com/wp-content/uploads/flags/china-flag-xs.png
https://d.barobirlik.org.tr/amblem/tbb_amblem_60.png
https://www.aeuropea.com/wp-content/uploads/2025/09/aea-01v001-ILN-small.png
https://www.istanbulbarosu.org.tr/_next/image?url=%2Fimages%2Fbaro_logo.png&w=128&q=75"	"200
200
200
200
200
403
301"
"50"	"https://cindemirlaw.com/sexual-assault-in-turkey/"	"Sexual assault in Turkey | Cindemir Law Office"	"text/html; charset=utf-8"	"false"	"200"	"0"	"https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png
https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/ru.png
https://cindemirlaw.com/wp-content/uploads/2020/06/cropped-logoicon-1-1-300x300.jpg
https://cindemirlaw.com/wp-content/uploads/flags/china-flag-xs.png
https://d.barobirlik.org.tr/amblem/tbb_amblem_60.png
https://www.aeuropea.com/wp-content/uploads/2025/09/aea-01v001-ILN-small.png
https://www.istanbulbarosu.org.tr/_next/image?url=%2Fimages%2Fbaro_logo.png&w=128&q=75"	"200
200
200
200
403
301"
"50"	"https://cindemirlaw.com/transferring-a-tiktok-account-with-escrow/"	"Transferring a TikTok account with Escrow in Turkey | Legal Overview"	"text/html; charset=utf-8"	"false"	"200"	"0"	"https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png
https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/ru.png
https://cindemirlaw.com/wp-content/uploads/2020/06/cropped-logoicon-1-1-300x300.jpg
https://cindemirlaw.com/wp-content/uploads/flags/china-flag-xs.png
https://d.barobirlik.org.tr/amblem/tbb_amblem_60.png
https://www.aeuropea.com/wp-content/uploads/2025/09/aea-01v001-ILN-small.png
https://www.istanbulbarosu.org.tr/_next/image?url=%2Fimages%2Fbaro_logo.png&w=128&q=75"	"200
200
200
200
403
301"
